stop_id ,name,service_branch,side,stop_order,stop_type,stop_date,place_label,place_standardized,certainty,source_field,source_excerpt,notes_for_mapping,lat,lon
92,Joseph Pierce,Army,Union,1,birth_place,1843,"Guangzhou, China","Guangzhou, China",exact,born_if_known,"Guangzhou, China, 1843",,,
93,Joseph Pierce,Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted July 26, 1862
Fought in Battle of Antietam, and Battle of Gettysburg
Worked as an engraver for the Meriden Britannia Company in Meriden, 1868
Married Martha Morgan Nov 12. 1876, and had four children
Attended the 14th Connecticut Regiment Reunion in 1890 at Mystic Island, Connecticut
Died Jan 3, 1916 at 73
Extensive history written about him! https://www.amazon.com/Worthy-Brave-Capable-Joseph-Pierce/dp/1646145577
https://acwm.org/blog/i-see-my-father-in-his-image-asian-legacies-and-the-civil-war/",Residence listed in notes; standardized place is best city/state match for mapping.,,
94,Joseph Pierce,Army,Union,3,enlistment_or_service_state,"July 26, 1862",Connecticut,Connecticut,approximate,regiment_state + important_notes,"Enlisted July 26, 1862
Fought in Battle of Antietam, and Battle of Gettysburg
Worked as an engraver for the Meriden Britannia Company in Meriden, 1868
Married Martha Morgan Nov 12. 1876, and had four children
Attended the 14th Connecticut Regiment Reunion in 1890 at Mystic Island, Connecticut
Died Jan 3, 1916 at 73
Extensive history written about him! https://www.amazon.com/Worthy-Brave-Capable-Joseph-Pierce/dp/1646145577
https://acwm.org/blog/i-see-my-father-in-his-image-asian-legacies-and-the-civil-war/",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
95,Joseph Pierce,Army,Union,4,service_station,"September 17, 1862",Battle of Antietam,"Sharpsburg, Maryland",exact,regiment_state + important_notes,"Enlisted July 26, 1862
Fought in Battle of Antietam, and Battle of Gettysburg
Worked as an engraver for the Meriden Britannia Company in Meriden, 1868
Married Martha Morgan Nov 12. 1876, and had four children
Attended the 14th Connecticut Regiment Reunion in 1890 at Mystic Island, Connecticut
Died Jan 3, 1916 at 73
Extensive history written about him! https://www.amazon.com/Worthy-Brave-Capable-Joseph-Pierce/dp/1646145577
https://acwm.org/blog/i-see-my-father-in-his-image-asian-legacies-and-the-civil-war/",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
96,Joseph Pierce,Army,Union,5,service_station,"July 1-July 3, 1863",Battle of Gettysburg,"Gettysburg, Pennsylvania",approximate,regiment_state + important_notes,"Enlisted July 26, 1862
Fought in Battle of Antietam, and Battle of Gettysburg
Worked as an engraver for the Meriden Britannia Company in Meriden, 1868
Married Martha Morgan Nov 12. 1876, and had four children
Attended the 14th Connecticut Regiment Reunion in 1890 at Mystic Island, Connecticut
Died Jan 3, 1916 at 73
Extensive history written about him! https://www.amazon.com/Worthy-Brave-Capable-Joseph-Pierce/dp/1646145577
https://acwm.org/blog/i-see-my-father-in-his-image-asian-legacies-and-the-civil-war/",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
97,Joseph Pierce,Army,Union,6,residence_after_enlistment,1868,Meriden Britannia Company,"Meriden, Connecticut",approximate,regiment_state + important_notes,"Enlisted July 26, 1862
Fought in Battle of Antietam, and Battle of Gettysburg
Worked as an engraver for the Meriden Britannia Company in Meriden, 1868
Married Martha Morgan Nov 12. 1876, and had four children
Attended the 14th Connecticut Regiment Reunion in 1890 at Mystic Island, Connecticut
Died Jan 3, 1916 at 73
Extensive history written about him! https://www.amazon.com/Worthy-Brave-Capable-Joseph-Pierce/dp/1646145577
https://acwm.org/blog/i-see-my-father-in-his-image-asian-legacies-and-the-civil-war/",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
98,Joseph Pierce,Army,Union,7,location_after_ war,1890,14th Connecticut Regiment Reunion ,"Mystic Island, Connecticut",exact,regiment_state + important_notes,"Enlisted July 26, 1862
Fought in Battle of Antietam, and Battle of Gettysburg
Worked as an engraver for the Meriden Britannia Company in Meriden, 1868
Married Martha Morgan Nov 12. 1876, and had four children
Attended the 14th Connecticut Regiment Reunion in 1890 at Mystic Island, Connecticut
Died Jan 3, 1916 at 73
Extensive history written about him! https://www.amazon.com/Worthy-Brave-Capable-Joseph-Pierce/dp/1646145577
https://acwm.org/blog/i-see-my-father-in-his-image-asian-legacies-and-the-civil-war/",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
99,Joseph Pierce,Army,Union,8,death_place,3-Jan-16,Walnut Grove Cemetery ,"Meriden, Connecticut",exact,regiment_state + important_notes,"Enlisted July 26, 1862
Fought in Battle of Antietam, and Battle of Gettysburg
Worked as an engraver for the Meriden Britannia Company in Meriden, 1868
Married Martha Morgan Nov 12. 1876, and had four children
Attended the 14th Connecticut Regiment Reunion in 1890 at Mystic Island, Connecticut
Died Jan 3, 1916 at 73
Extensive history written about him! https://www.amazon.com/Worthy-Brave-Capable-Joseph-Pierce/dp/1646145577
https://acwm.org/blog/i-see-my-father-in-his-image-asian-legacies-and-the-civil-war/",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
100,Thomas Sylvanus (Aw Yee Way),Army,Union,1,birth_place,1845,Hong Kong,Hong Kong,exact,born_if_known,"Hong Kong, 1845",,,
101,Thomas Sylvanus (Aw Yee Way),Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted September 24 1861 
The Seven Days, Richmond, the Wilderness, Spotsylvania, and Cold Harbor. Wounded at Cold Harbor, he was captured and imprisoned in Andersonville Prison.
Went to Indiana in 1870
Died in Indiana in June 15, 1891
Ruthannne Lum McCunn Chinese Yankee: A True Story from the Civil War (2014)
https://ch-anpress.com/section/514772-The%20Thomas%20Project.html
https://www.mccunn.com/CY-QandA.html",Residence listed in notes; standardized place is best city/state match for mapping.,,
102,Thomas Sylvanus (Aw Yee Way),Army,Union,3,enlistment_or_service_state,"September 24, 1861",Philadelphia,Philadelphia,approximate,regiment_state + important_notes,"Enlisted September 24 1861 
The Seven Days, Richmond, the Wilderness, Spotsylvania, and Cold Harbor. Wounded at Cold Harbor, he was captured and imprisoned in Andersonville Prison.
Went to Indiana in 1870
Died in Indiana in June 15, 1891
Ruthannne Lum McCunn Chinese Yankee: A True Story from the Civil War (2014)
https://ch-anpress.com/section/514772-The%20Thomas%20Project.html
https://www.mccunn.com/CY-QandA.html",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
103,Thomas Sylvanus (Aw Yee Way),Army,Union,4,service_station,"June 25-July 1, 1862",Seven Days Battles,"Richmond, Virginia",approximate,regiment_state + important_notes,"Enlisted September 24 1861 
The Seven Days, Richmond, the Wilderness, Spotsylvania, and Cold Harbor. Wounded at Cold Harbor, he was captured and imprisoned in Andersonville Prison.
Went to Indiana in 1870
Died in Indiana in June 15, 1891
Ruthannne Lum McCunn Chinese Yankee: A True Story from the Civil War (2014)
https://ch-anpress.com/section/514772-The%20Thomas%20Project.html
https://www.mccunn.com/CY-QandA.html",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
104,Thomas Sylvanus (Aw Yee Way),Army,Union,5,service_station,"August 29-30, 1862","Battle of Richmond, Kentucky","Richmond, Kentucky",approximate,regiment_state + important_notes,"Enlisted September 24 1861 
The Seven Days, Richmond, the Wilderness, Spotsylvania, and Cold Harbor. Wounded at Cold Harbor, he was captured and imprisoned in Andersonville Prison.
Went to Indiana in 1870
Died in Indiana in June 15, 1891
Ruthannne Lum McCunn Chinese Yankee: A True Story from the Civil War (2014)
https://ch-anpress.com/section/514772-The%20Thomas%20Project.html
https://www.mccunn.com/CY-QandA.html",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
105,Thomas Sylvanus (Aw Yee Way),Army,Union,6,service_station,"May 5-7, 1864",Battle of the Wilderness,"Spotsylvania County, Orange County, Virginia",approximate,regiment_state + important_notes,"Enlisted September 24 1861 
The Seven Days, Richmond, the Wilderness, Spotsylvania, and Cold Harbor. Wounded at Cold Harbor, he was captured and imprisoned in Andersonville Prison.
Went to Indiana in 1870
Died in Indiana in June 15, 1891
Ruthannne Lum McCunn Chinese Yankee: A True Story from the Civil War (2014)
https://ch-anpress.com/section/514772-The%20Thomas%20Project.html
https://www.mccunn.com/CY-QandA.html",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
106,Thomas Sylvanus (Aw Yee Way),Army,Union,7,service_station,"May 8-21, 1864",Battle of Spotsylvania,"Spotsylvania County, Virginia",approximate,regiment_state + important_notes,"Enlisted September 24 1861 
The Seven Days, Richmond, the Wilderness, Spotsylvania, and Cold Harbor. Wounded at Cold Harbor, he was captured and imprisoned in Andersonville Prison.
Went to Indiana in 1870
Died in Indiana in June 15, 1891
Ruthannne Lum McCunn Chinese Yankee: A True Story from the Civil War (2014)
https://ch-anpress.com/section/514772-The%20Thomas%20Project.html
https://www.mccunn.com/CY-QandA.html",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
107,Thomas Sylvanus (Aw Yee Way),Army,Union,8,service_station,"May 31-June 12, 1864",Battle of Cold Harbor,"Mechanicsville, Virginia",approximate,regiment_state + important_notes,"Enlisted September 24 1861 
The Seven Days, Richmond, the Wilderness, Spotsylvania, and Cold Harbor. Wounded at Cold Harbor, he was captured and imprisoned in Andersonville Prison.
Went to Indiana in 1870
Died in Indiana in June 15, 1891
Ruthannne Lum McCunn Chinese Yankee: A True Story from the Civil War (2014)
https://ch-anpress.com/section/514772-The%20Thomas%20Project.html
https://www.mccunn.com/CY-QandA.html",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
108,Thomas Sylvanus (Aw Yee Way),Army,Union,9,death_place,"June 15, 1891",Indiana,Indiana,approximate,regiment_state + important_notes,"Enlisted September 24 1861 
The Seven Days, Richmond, the Wilderness, Spotsylvania, and Cold Harbor. Wounded at Cold Harbor, he was captured and imprisoned in Andersonville Prison.
Went to Indiana in 1870
Died in Indiana in June 15, 1891
Ruthannne Lum McCunn Chinese Yankee: A True Story from the Civil War (2014)
https://ch-anpress.com/section/514772-The%20Thomas%20Project.html
https://www.mccunn.com/CY-QandA.html",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
109,"John Tomney (Tommy, Tommey, Tonney, and Taminy)",Army,Union,1,birth_place,,China,China,exact,born_if_known,China,,,
110,"John Tomney (Tommy, Tommey, Tonney, and Taminy)",Army,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted May 15 1861 in New York City
Muster June 21 1861 in New York
Captured March 1862 in Prince William Counties; paroled in May 1862 at Newport News; captured again at Manassas in August 1862; re-joined his regiment in Dec 1862; promoted to corporal on Feb 8 1863; bled to death after Gettysburg. July 2 1863.",Residence listed in notes; standardized place is best city/state match for mapping.,,
111,"John Tomney (Tommy, Tommey, Tonney, and Taminy)",Army,Union,3,enlistment_or_service_state,"May 15, 1861",New York City,New York,approximate,regiment_state + important_notes,"Enlisted May 15 1861 in New York City
Muster June 21 1861 in New York
Captured March 1862 in Prince William Counties; paroled in May 1862 at Newport News; captured again at Manassas in August 1862; re-joined his regiment in Dec 1862; promoted to corporal on Feb 8 1863; bled to death after Gettysburg. July 2 1863.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
112,"John Tomney (Tommy, Tommey, Tonney, and Taminy)",Army,Union,4,imprisonment,"March 1, 1862",Captured,Prince William Counties,approximate,regiment_state + important_notes,"Enlisted May 15 1861 in New York City
Muster June 21 1861 in New York
Captured March 1862 in Prince William Counties; paroled in May 1862 at Newport News; captured again at Manassas in August 1862; re-joined his regiment in Dec 1862; promoted to corporal on Feb 8 1863; bled to death after Gettysburg. July 2 1863.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
113,"John Tomney (Tommy, Tommey, Tonney, and Taminy)",Army,Union,5,parolled_at,"May 1, 1862","Newport News, Virginia","Newport News, Virginia",approximate,regiment_state + important_notes,"Enlisted May 15 1861 in New York City
Muster June 21 1861 in New York
Captured March 1862 in Prince William Counties; paroled in May 1862 at Newport News; captured again at Manassas in August 1862; re-joined his regiment in Dec 1862; promoted to corporal on Feb 8 1863; bled to death after Gettysburg. July 2 1863.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
114,"John Tomney (Tommy, Tommey, Tonney, and Taminy)",Army,Union,6,imprisonment,"August 1, 1862",Captured at Manassas,"Manassas, Virginia",approximate,regiment_state + important_notes,"Enlisted May 15 1861 in New York City
Muster June 21 1861 in New York
Captured March 1862 in Prince William Counties; paroled in May 1862 at Newport News; captured again at Manassas in August 1862; re-joined his regiment in Dec 1862; promoted to corporal on Feb 8 1863; bled to death after Gettysburg. July 2 1863.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
115,"John Tomney (Tommy, Tommey, Tonney, and Taminy)",Army,Union,7,service_station,"December 1, 1862",Rejoined his regiment,,approximate,regiment_state + important_notes,"Enlisted May 15 1861 in New York City
Muster June 21 1861 in New York
Captured March 1862 in Prince William Counties; paroled in May 1862 at Newport News; captured again at Manassas in August 1862; re-joined his regiment in Dec 1862; promoted to corporal on Feb 8 1863; bled to death after Gettysburg. July 2 1863.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
116,"John Tomney (Tommy, Tommey, Tonney, and Taminy)",Army,Union,8,death_place,"July 2, 1863",Battle of Gettysburg,"Gettysburg, Pennsylvania",approximate,regiment_state + important_notes,"Enlisted May 15 1861 in New York City
Muster June 21 1861 in New York
Captured March 1862 in Prince William Counties; paroled in May 1862 at Newport News; captured again at Manassas in August 1862; re-joined his regiment in Dec 1862; promoted to corporal on Feb 8 1863; bled to death after Gettysburg. July 2 1863.",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
117,Alfred Wong (Might be Alfred W Wingo),Army,Confederate,1,residence_at_enlistment,,,,approximate,important_notes,Enlisted 1862,Residence listed in notes; standardized place is best city/state match for mapping.,,
118,Alfred Wong (Might be Alfred W Wingo),Army,Confederate,2,enlistment_or_service_state,1862,Virginia,Virginia,approximate,regiment_state + important_notes,Enlisted 1862,State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
119,Tannroi Acoaw (Tannror Acoan),Navy,Union,1,residence_at_enlistment,,,,approximate,important_notes,Enlisted August 1862,Residence listed in notes; standardized place is best city/state match for mapping.,,
120,John Afoo,Navy,Union,1,birth_place,1821,China (Swarthy complexion?),China (Swarthy complexion?),exact,born_if_known,China (Swarthy complexion?); born 1821,,,
121,John Afoo,Navy,Union,2,residence_at_enlistment,,,,approximate,important_notes,"Enlisted March 1862, March 1863: U.S.S. Wyandank",Residence listed in notes; standardized place is best city/state match for mapping.,,
122,John Afoo,Navy,Union,3,enlistment_or_service_state,March 1862,New York,New York,approximate,regiment_state + important_notes,"Enlisted March 1862, March 1863: U.S.S. Wyandank",State-only location is approximate and may reflect regiment origin rather than exact enlistment place.,,
